name,path,languages,project_types,commercial_classes,sell_as,overall_score,completion,market_fit,packaging,exposure,hours_remaining,expected_price,annual_revenue,recurring_revenue,competition,recommendation,missing,summary
opencode,/Users/steven/.agent-skills/skills/autonomous-ai-agents/opencode,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""delegate coding to opencode cli (features, pr review)."""
capability-atlas,/Users/steven/.agent-skills/skills/capability-atlas,Markdown,"AI Agent, Claude Skill, Creative Tool, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: capability-atlas
chat-history-export,/Users/steven/.agent-skills/skills/chat-history-export,"Markdown, Python","AI Agent, Claude Skill, Creative Tool, Media Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: chat-history-export
claude-md-improver,/Users/steven/.agent-skills/skills/claude-md-improver,Markdown,"AI Agent, API, Claude Skill, Template","AI Tool, Automation, Developer Tool","API, Agent Pack, Consulting, Course, Enterprise, License, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: codex-md-improver
comic,/Users/steven/.agent-skills/skills/comic,"Markdown, Node","AI Agent, Claude Skill, Creative Tool, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: knowledge comic creator supporting multiple styles (logicomix/ligne claire, ohmsha manga guide). creates original educational comics with detailed panel layouts and sequential image generation. use when user asks to create ""知识漫画"", ""教育漫画"", ""biography comic"", ""tutorial"
command-development,/Users/steven/.agent-skills/skills/command-development,Markdown,"AI Agent, API, Claude Skill, SaaS Candidate, Template","AI Tool, Automation, Developer Tool","API, Agent Pack, Consulting, Course, Enterprise, License, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: command-development
architecture-diagram,/Users/steven/.agent-skills/skills/creative/architecture-diagram,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: architecture-diagram
design-md,/Users/steven/.agent-skills/skills/creative/design-md,Markdown,"AI Agent, Claude Skill, Creative Tool, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",description: author/validate/export google's design.md token spec files.
excalidraw,/Users/steven/.agent-skills/skills/creative/excalidraw,"Markdown, Python","AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""hand-drawn excalidraw json diagrams (arch, flow, seq)."""
p5js,/Users/steven/.agent-skills/skills/creative/p5js,"Markdown, Node","AI Agent, API, CLI, Claude Skill, Creative Tool, Dataset, Media Tool, Template","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, CLI, Consulting, Course, Creator Subscription, Dataset License, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",production pipeline for interactive and generative visual art using [p5.js](https://p5js.org/).
popular-web-designs,/Users/steven/.agent-skills/skills/creative/popular-web-designs,Markdown,"AI Agent, API, CLI, Claude Skill, Creative Tool, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, CLI, Consulting, Course, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: popular-web-designs
pretext,/Users/steven/.agent-skills/skills/creative/pretext,Markdown,"AI Agent, API, CLI, Claude Skill, Creative Tool, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, CLI, Consulting, Course, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""use when building creative browser demos with @chenglou/pretext — dom-free text layout for ascii art, typographic flow around obstacles, text-as-geometry games, kinetic typography, and text-powered generative art. produces single-file html demos by default."""
sketch,/Users/steven/.agent-skills/skills/creative/sketch,Markdown,"AI Agent, CLI, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, CLI, Consulting, Creator Subscription, Developer License, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""throwaway html mockups: 2-3 design variants to compare."""
cross-tool-memory,/Users/steven/.agent-skills/skills/cross-tool-memory,"Markdown, Python","AI Agent, Claude Skill, Creative Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: cross-tool-memory
cursor-integration,/Users/steven/.agent-skills/skills/cursor-integration,Markdown,"AI Agent, Claude Skill, Media Tool, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: cursor-integration
jupyter-live-kernel,/Users/steven/.agent-skills/skills/data-science/jupyter-live-kernel,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: jupyter-live-kernel
dataset-preparation,/Users/steven/.agent-skills/skills/deep-learning/dataset-preparation,Markdown,"AI Agent, Claude Skill, Creative Tool, Dataset","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Dataset License, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: dataset-preparation
experiment-tracking,/Users/steven/.agent-skills/skills/deep-learning/experiment-tracking,Markdown,"AI Agent, Claude Skill, Dataset, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Dataset License, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: experiment-tracking
model-training-workflow,/Users/steven/.agent-skills/skills/deep-learning/model-training-workflow,Markdown,"AI Agent, Claude Skill, Dataset","AI Tool, Automation, Dataset, Developer Tool","API, Agent Pack, Consulting, Dataset License, License, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",model-training-workflow
kanban-orchestrator,/Users/steven/.agent-skills/skills/devops/kanban-orchestrator,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: kanban-orchestrator
kanban-worker,/Users/steven/.agent-skills/skills/devops/kanban-worker,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: pitfalls, examples, and edge cases for hermes kanban workers. the lifecycle itself is auto-injected into every worker's system prompt as kanban_guidance (from agent/prompt_builder.py); this skill is what you load when you want deeper detail on specific scenarios."
webhook-subscriptions,/Users/steven/.agent-skills/skills/devops/webhook-subscriptions,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",webhook-subscriptions
himalaya,/Users/steven/.agent-skills/skills/email/himalaya,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Course, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""himalaya cli: imap/smtp email from terminal."""
minecraft-modpack-server,/Users/steven/.agent-skills/skills/gaming/minecraft-modpack-server,Markdown,"AI Agent, Claude Skill, Creative Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",minecraft-modpack-server
pokemon-player,/Users/steven/.agent-skills/skills/gaming/pokemon-player,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""play pokemon via headless emulator + ram reads."""
git-ai-cursor-integration,/Users/steven/.agent-skills/skills/git-ai-cursor-integration,Markdown,"AI Agent, Claude Skill, Creative Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",git-ai-cursor-integration
codebase-inspection,/Users/steven/.agent-skills/skills/github/codebase-inspection,Markdown,"AI Agent, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: codebase-inspection
github-auth,/Users/steven/.agent-skills/skills/github/github-auth,Markdown,"AI Agent, API, CLI, Claude Skill, Desktop App, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, CLI, Consulting, Creator Subscription, Desktop, Developer License, Enterprise, License, One-time Purchase, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""github auth setup: https tokens, ssh keys, gh cli login."""
github-code-review,/Users/steven/.agent-skills/skills/github/github-code-review,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: github-code-review
github-pr-workflow,/Users/steven/.agent-skills/skills/github/github-pr-workflow,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: github-pr-workflow
github-repo-management,/Users/steven/.agent-skills/skills/github/github-repo-management,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Course, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",github-repo-management
math-olympiad-solver,/Users/steven/.agent-skills/skills/math-olympiad-solver,Markdown,"AI Agent, Claude Skill, Media Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,26.0,1299.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: solves competition math problems using a rigorous, multi-stage process involving interpretation, internal refinement, adversarial verification, and calibrated abstention. use for imo, putnam, usamo, aime, and similar competition math problems."
gif-search,/Users/steven/.agent-skills/skills/media/gif-search,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""search/download gifs from tenor via curl + jq."""
spotify,/Users/steven/.agent-skills/skills/media/spotify,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Desktop App, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Desktop, Enterprise, License, One-time Purchase, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""spotify: play, search, queue, manage playlists and devices."""
weights-and-biases,/Users/steven/.agent-skills/skills/mlops/evaluation/weights-and-biases,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Dataset, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Dataset License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: weights-and-biases
llama-cpp,/Users/steven/.agent-skills/skills/mlops/inference/llama-cpp,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",description: llama.cpp local gguf inference + hf hub model discovery.
dspy,/Users/steven/.agent-skills/skills/mlops/research/dspy,Markdown,"AI Agent, API, Claude Skill, Dataset, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Dataset, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Dataset License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""dspy: declarative lm programs, auto-optimize prompts, rag."""
ocr-and-documents,/Users/steven/.agent-skills/skills/productivity/ocr-and-documents,"Markdown, Python","AI Agent, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: ocr-and-documents
teams-meeting-pipeline,/Users/steven/.agent-skills/skills/productivity/teams-meeting-pipeline,Markdown,"AI Agent, API, CLI, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, CLI, Consulting, Creator Subscription, Developer License, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",teams-meeting-pipeline
receiving-code-review,/Users/steven/.agent-skills/skills/receiving-code-review,Markdown,"AI Agent, API, Claude Skill","AI Tool, Automation, Developer Tool","API, Agent Pack, Consulting, Enterprise, License, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",receiving-code-review
polymarket,/Users/steven/.agent-skills/skills/research/polymarket,"Markdown, Python","AI Agent, API, Claude Skill, Creative Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""query polymarket: markets, prices, orderbooks, history."""
rule-definition-patterns,/Users/steven/.agent-skills/skills/rule-definition-patterns,Markdown,"AI Agent, API, Claude Skill, Media Tool","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",rule-definition-patterns
xurl,/Users/steven/.agent-skills/skills/social-media/xurl,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""x/twitter via xurl cli: post, search, dm, media, v2 api."""
debugging-hermes-tui-commands,/Users/steven/.agent-skills/skills/software-development/debugging-hermes-tui-commands,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",debugging-hermes-tui-commands
node-inspect-debugger,/Users/steven/.agent-skills/skills/software-development/node-inspect-debugger,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",node-inspect-debugger
plan,/Users/steven/.agent-skills/skills/software-development/plan,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""plan mode: write markdown plan to .hermes/plans/, no exec."""
python-debugpy,/Users/steven/.agent-skills/skills/software-development/python-debugpy,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""debug python: pdb repl + debugpy remote (dap)."""
requesting-code-review,/Users/steven/.agent-skills/skills/software-development/requesting-code-review,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",requesting-code-review
subagent-driven-development,/Users/steven/.agent-skills/skills/software-development/subagent-driven-development,Markdown,"AI Agent, API, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",subagent-driven-development
systematic-debugging,/Users/steven/.agent-skills/skills/software-development/systematic-debugging,Markdown,"AI Agent, API, Claude Skill, Creative Tool, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","API, Agent Pack, Consulting, Creator Subscription, Enterprise, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: systematic-debugging
writing-plans,/Users/steven/.agent-skills/skills/software-development/writing-plans,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD","description: ""write implementation plans: bite-sized tasks, paths, code."""
soft-skill,/Users/steven/.agent-skills/skills/taste-skill/skills/soft-skill,Markdown,"AI Agent, CLI, Claude Skill, Creative Tool, Template","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, CLI, Consulting, Course, Creator Subscription, Developer License, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,44.0,2199.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: high-end-visual-design
using-git-worktrees,/Users/steven/.agent-skills/skills/using-git-worktrees,Markdown,"AI Agent, Claude Skill, Media Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: using-git-worktrees
workflow-bootstrap,/Users/steven/.agent-skills/skills/workflow-bootstrap,Markdown,"AI Agent, Claude Skill, Creative Tool, SaaS Candidate","AI Tool, Automation, Creative Tool, Developer Tool, Media Tool","Agent Pack, Consulting, Creator Subscription, License, Prompt Pack, SaaS, Skill Pack, Template",36.2,33.3,45.0,0.0,0.0,21.7,134.0,6697.0,True,Medium,Archive or incubate,"README, License, Tests, Screenshots, Demo video, Installer, Landing page, CI/CD",name: workflow-bootstrap
